id,game,url,rating,category,release_date,platforms,genres,themes,companies,description
107262,Streets of Rage 4,https://www.igdb.com/g/2ari,8.017320335729371,Main Game,"[""Jun 25, 2020 (Europe [EU])"", ""Apr 30, 2020 (Worldwide [WW])"", ""Sep 23, 2022 (Worldwide [WW])"", ""Jul 15, 2021 (Worldwide [WW])"", ""May 24, 2022 (Worldwide [WW])"", ""Apr 30, 2020 (Worldwide [WW])"", ""Nov 12, 2020 (Worldwide [WW])"", ""Apr 30, 2020 (Worldwide [WW])"", ""Nov 12, 2020 (Worldwide [WW])"", ""Apr 30, 2020 (Worldwide [WW])"", ""Jun 25, 2020 (Europe [EU])"", ""Apr 30, 2020 (Worldwide [WW])"", ""Jul 24, 2020 (Europe [EU])"", ""Jun 25, 2020 (Europe [EU])"", ""Apr 30, 2020 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Android"", ""Nintendo Switch"", ""PlayStation 4"", ""Google Stadia"", ""Xbox One"", ""iOS"", ""Linux""]","[""Adventure"", ""Arcade"", ""Fighting"", ""Hack and slash/Beat 'em up"", ""Indie""]","[""Action""]","[""DotEmu"", ""Lizardcube"", ""Guard Crush Games"", ""Yooreka Studio"", ""Playdigious"", ""Merge Games""]",
2136,Bayonetta,https://www.igdb.com/g/1nc,8.198613602518858,Main Game,"[""Apr 11, 2017 (Worldwide [WW])"", ""Jan 08, 2010 (Europe [EU])"", ""Jan 07, 2010 (Australia [AU])"", ""Oct 29, 2009 (Japan [JP])"", ""Jan 05, 2010 (North America [NA])"", ""Jan 07, 2010 (Australia [AU])"", ""Jan 05, 2010 (North America [NA])"", ""Jan 08, 2010 (Europe [EU])"", ""Oct 29, 2009 (Japan [JP])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Hack and slash/Beat 'em up"", ""Shooter""]","[""Action"", ""Fantasy""]","[""Nex Entertainment"", ""PlatinumGames"", ""Sega""]",
26758,Super Mario Odyssey,https://www.igdb.com/g/kna,8.902189766184142,Main Game,"[""Oct 27, 2017 (Worldwide [WW])"", ""Jun 05, 2025 (Worldwide [WW])"", ""Oct 25, 2022 (Brazil [BR])""]","[""Nintendo Switch 2"", ""Nintendo Switch""]","[""Adventure"", ""Platform""]","[""Action"", ""Fantasy"", ""Open world"", ""Sandbox""]","[""Nintendo"", ""1-UP Studio"", ""Nintendo EPD Production Group No. 8""]",
18853,Aragami,https://www.igdb.com/g/ejp,7.151463983713399,Main Game,"[""Oct 04, 2016 (Worldwide [WW])"", ""Oct 04, 2016 (Worldwide [WW])"", ""Jun 05, 2018 (Worldwide [WW])"", ""Oct 04, 2016 (Worldwide [WW])"", ""Oct 04, 2016 (Worldwide [WW])"", ""Feb 21, 2019 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Linux""]","[""Adventure"", ""Indie""]","[""Action"", ""Stealth""]","[""Lince Works"", ""Merge Games""]",
6282,A.R.E.S.: Extinction Agenda,https://www.igdb.com/g/4ui,4.618824620195727,Main Game,"[""Oct 02, 2013 (North America [NA])"", ""Dec 14, 2010 (Worldwide [WW])"", ""Jan 20, 2011 ()""]","[""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Indie"", ""Platform""]","[""Action"", ""Science fiction""]","[""Extend Studio"", ""ORiGO GAMES""]",
128,Assassin's Creed,https://www.igdb.com/g/3k,7.3267493175856195,Main Game,"[""Nov 16, 2007 (Europe [EU])"", ""Nov 29, 2007 (Japan [JP])"", ""Nov 21, 2007 (Australia [AU])"", ""Nov 21, 2007 (Australia [AU])"", ""Nov 13, 2007 (North America [NA])"", ""Nov 13, 2007 (North America [NA])"", ""Nov 16, 2007 (Europe [EU])""]","[""PlayStation 3"", ""Xbox 360""]","[""Adventure"", ""Platform""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Sandbox"", ""Science fiction"", ""Stealth""]","[""Ubisoft Montreal"", ""Ubisoft Entertainment""]",
127,Assassin's Creed II,https://www.igdb.com/g/3j,8.667278001229763,Main Game,"[""Dec 03, 2009 (Japan [JP])"", ""Nov 17, 2009 (Worldwide [WW])"", ""Nov 17, 2009 (North America [NA])"", ""Nov 19, 2009 (Europe [EU])"", ""Mar 17, 2011 (Europe [EU])"", ""Sep 2010 (Worldwide [WW])"", ""Mar 09, 2010 (Worldwide [WW])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Platform""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Sandbox"", ""Science fiction"", ""Stealth""]","[""Ubisoft Montreal"", ""Ubisoft Entertainment"", ""Ubisoft Singapore""]",
1266,Assassin's Creed III,https://www.igdb.com/g/z6,7.347595334043383,Main Game,"[""Nov 20, 2012 (Worldwide [WW])"", ""Oct 30, 2012 (North America [NA])"", ""Nov 18, 2012 (North America [NA])"", ""Nov 30, 2012 (Europe [EU])"", ""Nov 15, 2012 (Japan [JP])"", ""Oct 31, 2012 (Europe [EU])"", ""Nov 15, 2012 (Japan [JP])"", ""Nov 23, 2012 (Europe [EU])"", ""Dec 21, 2012 (Japan [JP])"", ""Oct 31, 2012 (Europe [EU])"", ""Oct 30, 2012 (North America [NA])"", ""Dec 08, 2012 (Japan [JP])""]","[""PlayStation 3"", ""Wii U"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Sandbox"", ""Science fiction"", ""Stealth""]","[""Ubisoft Annecy"", ""Ubisoft Singapore"", ""Ubisoft Bucharest"", ""Ubisoft Kyiv"", ""Ubisoft Montreal"", ""Ubisoft Québec"", ""Ubisoft Entertainment""]",
1983,Bastion,https://www.igdb.com/g/1j3,8.248285272958617,Main Game,"[""Apr 26, 2012 (Worldwide [WW])"", ""Jul 20, 2011 (Worldwide [WW])"", ""Aug 16, 2011 (Worldwide [WW])"", ""May 31, 2012 (Worldwide [WW])"", ""Apr 07, 2015 (North America [NA])"", ""Sep 13, 2018 (Worldwide [WW])"", ""Dec 12, 2016 (Worldwide [WW])"", ""Aug 29, 2012 (Worldwide [WW])"", ""Dec 05, 2015 (North America [NA])"", ""Nov 04, 2019 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""iOS"", ""Xbox 360"", ""PlayStation Vita"", ""Linux""]","[""Adventure"", ""Indie"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""WB Games"", ""Supergiant Games"", ""BlitWorks""]",
537,Assassin's Creed Revelations,https://www.igdb.com/g/ex,7.692798013372363,Main Game,"[""Nov 15, 2011 (Worldwide [WW])"", ""Nov 15, 2011 (Worldwide [WW])"", ""Nov 16, 2011 (Europe [EU])"", ""Nov 29, 2011 (Japan [JP])"", ""Nov 14, 2011 (North America [NA])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Sandbox"", ""Stealth""]","[""Ubisoft Montreal"", ""Ubisoft Annecy"", ""Ubisoft Kyiv"", ""Ubisoft Singapore"", ""Ubisoft Bucharest"", ""Massive Entertainment"", ""Ubisoft Québec"", ""Ubisoft Entertainment""]",
113,Assassin's Creed Brotherhood,https://www.igdb.com/g/35,8.277906014468659,Main Game,"[""Dec 09, 2010 (Japan [JP])"", ""Nov 18, 2010 (Australia [AU])"", ""Nov 16, 2010 (North America [NA])"", ""Nov 16, 2010 (North America [NA])"", ""Nov 18, 2010 (Australia [AU])"", ""Nov 16, 2010 (North America [NA])"", ""Dec 09, 2010 (Japan [JP])"", ""Mar 17, 2011 (Australia [AU])"", ""Mar 17, 2011 (Europe [EU])"", ""Nov 18, 2010 (Europe [EU])"", ""Jun 03, 2011 (Japan [JP])"", ""Mar 20, 2011 (North America [NA])"", ""May 19, 2011 (Europe [EU])"", ""Nov 19, 2010 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Puzzle""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Sandbox"", ""Science fiction"", ""Stealth""]","[""Ubisoft Montreal"", ""Ubisoft Bucharest"", ""Ubisoft Singapore"", ""Ubisoft Annecy"", ""Ubisoft Québec"", ""Ubisoft Entertainment""]",
500,Batman: Arkham Asylum,https://www.igdb.com/g/dw,8.565999299642261,Main Game,"[""Sep 03, 2009 (Australia [AU])"", ""Aug 25, 2009 (North America [NA])"", ""Jan 14, 2010 (Japan [JP])"", ""May 28, 2014 (Worldwide [WW])"", ""Aug 28, 2009 (Europe [EU])"", ""Sep 03, 2009 (Australia [AU])"", ""Nov 15, 2011 (Europe [EU])"", ""Nov 03, 2011 (North America [NA])"", ""Sep 15, 2009 (North America [NA])"", ""Jan 14, 2010 (Japan [JP])"", ""Dec 01, 2023 (Worldwide [WW])"", ""Aug 31, 2009 (Asia [AS])"", ""Sep 18, 2009 (Europe [EU])"", ""Aug 28, 2009 (Europe [EU])"", ""Aug 25, 2009 (North America [NA])"", ""Sep 18, 2009 (Australia [AU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""Ouya"", ""Xbox 360""]","[""Adventure"", ""Hack and slash/Beat 'em up""]","[""Action"", ""Horror"", ""Open world"", ""Science fiction"", ""Stealth""]","[""Eidos Interactive"", ""Playcast-media"", ""Rocksteady Studios"", ""Warner Bros. Interactive Entertainment""]",
352,Battlefield: Bad Company 2,https://www.igdb.com/g/9s,8.086884479010713,Main Game,"[""Mar 04, 2010 (Australia [AU])"", ""Mar 02, 2010 (North America [NA])"", ""Mar 11, 2010 (Japan [JP])"", ""Mar 11, 2010 (Australia [AU])"", ""Dec 16, 2010 (Worldwide [WW])"", ""Dec 16, 2010 (Worldwide [WW])"", ""Mar 02, 2010 (North America [NA])"", ""Mar 05, 2010 (Europe [EU])"", ""Mar 11, 2010 (Japan [JP])"", ""Mar 04, 2010 (Australia [AU])"", ""Mar 06, 2010 (Europe [EU])"", ""Mar 02, 2010 (North America [NA])"", ""Mar 05, 2010 (Europe [EU])"", ""Mar 11, 2010 (Japan [JP])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Android"", ""iOS"", ""Xbox 360""]","[""Adventure"", ""Shooter"", ""Strategy""]","[""Action"", ""Warfare""]","[""Electronic Arts"", ""EA Digital Illusions CE"", ""Digital Legends Entertainment""]",
7404,Beat Hazard,https://www.igdb.com/g/5po,8.028352530189485,Main Game,"[""Apr 15, 2010 (Worldwide [WW])"", ""Apr 15, 2010 ()"", ""Apr 15, 2010 (North America [NA])"", ""Apr 15, 2010 (North America [NA])"", ""Oct 28, 2009 (North America [NA])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Arcade"", ""Indie"", ""Music"", ""Shooter""]","[""Action"", ""Science fiction""]","[""Cold Beam Games""]",
20,BioShock,https://www.igdb.com/g/k,8.661808605298194,Main Game,"[""Aug 24, 2007 (Europe [EU])"", ""Oct 23, 2009 (Europe [EU])"", ""Feb 21, 2008 (Japan [JP])"", ""Aug 21, 2007 (Worldwide [WW])"", ""Oct 07, 2009 (North America [NA])"", ""Aug 21, 2007 (North America [NA])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Puzzle"", ""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Horror"", ""Open world"", ""Science fiction"", ""Stealth""]","[""Demiurge Studios"", ""2K Games"", ""2K Boston"", ""Robosoft Technologies"", ""2K Australia""]",
21,BioShock 2,https://www.igdb.com/g/l,8.078007087866611,Main Game,"[""Feb 09, 2010 (North America [NA])"", ""Feb 09, 2010 (North America [NA])"", ""Feb 09, 2010 (Worldwide [WW])"", ""Mar 29, 2012 (Worldwide [WW])"", ""Mar 04, 2010 (Japan [JP])"", ""Feb 09, 2010 (Europe [EU])"", ""Feb 09, 2010 (Europe [EU])"", ""Mar 04, 2010 (Japan [JP])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Puzzle"", ""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Open world"", ""Science fiction"", ""Thriller""]","[""2K Games"", ""Take-Two Interactive"", ""D3 Publisher"", ""Arkane Studios"", ""Feral Interactive"", ""Darkside Game Studios"", ""2K China"", ""Digital Extremes"", ""2K Marin"", ""2K Australia""]",
538,BioShock Infinite,https://www.igdb.com/g/ey,8.562847689165508,Main Game,"[""Mar 17, 2015 (Worldwide [WW])"", ""Jun 01, 2013 (North America [NA])"", ""Aug 29, 2013 (Worldwide [WW])"", ""Jun 28, 2013 (Japan [JP])"", ""Mar 25, 2013 (Worldwide [WW])"", ""Apr 25, 2013 (Japan [JP])"", ""Mar 26, 2013 (Worldwide [WW])"", ""Mar 26, 2013 (Worldwide [WW])"", ""Apr 25, 2013 (Japan [JP])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Adventure"", ""Shooter""]","[""Action"", ""Drama"", ""Fantasy"", ""Historical"", ""Horror"", ""Science fiction""]","[""Virtual Programming"", ""Aspyr Media"", ""2K Games"", ""Irrational Games"", ""2K Australia"", ""Human Head Studios""]",
6918,Blades of Time,https://www.igdb.com/g/5c6,6.388011774591063,Main Game,"[""Mar 06, 2012 (North America [NA])"", ""May 14, 2019 (North America [NA])"", ""Apr 20, 2012 (Worldwide [WW])"", ""Apr 20, 2012 (Worldwide [WW])"", ""Mar 08, 2012 (Japan [JP])"", ""Mar 08, 2012 (Japan [JP])"", ""Mar 16, 2012 (Europe [EU])"", ""Mar 06, 2012 (North America [NA])"", ""Mar 16, 2012 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""Xbox 360""]","[""Adventure"", ""Hack and slash/Beat 'em up"", ""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Fantasy""]","[""Konami"", ""Gaijin Entertainment""]",
498,Borderlands,https://www.igdb.com/g/du,7.893578822420756,Main Game,"[""Oct 23, 2009 (Europe [EU])"", ""May 29, 2020 (Worldwide [WW])"", ""Oct 30, 2009 (Australia [AU])"", ""Dec 03, 2010 (Worldwide [WW])"", ""Oct 19, 2010 (North America [NA])"", ""Oct 20, 2009 (North America [NA])"", ""Oct 30, 2009 (Europe [EU])"", ""Oct 23, 2009 (Australia [AU])"", ""Oct 26, 2009 (North America [NA])"", ""Dec 25, 2009 (Japan [JP])"", ""Oct 23, 2009 (Europe [EU])"", ""Feb 25, 2010 (Japan [JP])"", ""Oct 20, 2009 (North America [NA])"", ""Oct 23, 2009 (Australia [AU])"", ""Feb 25, 2010 (Japan [JP])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""Xbox One"", ""Xbox 360""]","[""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Open world"", ""Science fiction""]","[""2K Games"", ""CyberFront"", ""Shadows in Darkness"", ""Demiurge Studios"", ""Take-Two Interactive"", ""Gearbox Software"", ""Feral Interactive""]",
1011,Borderlands 2,https://www.igdb.com/g/s3,8.36286300766822,Main Game,"[""Jul 20, 2016 (Worldwide [WW])"", ""Dec 19, 2012 (Worldwide [WW])"", ""May 28, 2014 (Europe [EU])"", ""Sep 21, 2012 (Asia [AS])"", ""Sep 21, 2012 (Europe [EU])"", ""May 29, 2020 (Worldwide [WW])"", ""May 28, 2014 (Australia [AU])"", ""Mar 24, 2014 (North America [NA])"", ""Mar 27, 2015 (Worldwide [WW])"", ""Sep 18, 2012 (North America [NA])"", ""Mar 27, 2015 ()"", ""Sep 18, 2012 (North America [NA])"", ""Oct 25, 2012 (Japan [JP])"", ""Oct 25, 2012 (Japan [JP])"", ""Oct 25, 2012 (Japan [JP])"", ""Dec 04, 2014 (Japan [JP])"", ""Sep 20, 2012 (Australia [AU])"", ""Sep 20, 2012 (Australia [AU])"", ""Sep 21, 2012 (Europe [EU])"", ""May 13, 2014 (North America [NA])"", ""Sep 21, 2012 (Asia [AS])"", ""Sep 21, 2012 (Europe [EU])"", ""Sep 18, 2012 (North America [NA])"", ""Sep 30, 2014 (Worldwide [WW])"", ""Sep 20, 2012 (Australia [AU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Android"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Xbox 360"", ""PlayStation Vita"", ""Linux""]","[""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Comedy"", ""Open world"", ""Sandbox"", ""Science fiction""]","[""Gearbox Software"", ""2K Games"", ""Iron Galaxy Studios"", ""Sony Computer Entertainment of America"", ""Aspyr Media""]",
6032,Borderlands: The Pre'-Sequel,https://www.igdb.com/g/4nk,7.216765401271336,Main Game,"[""Oct 17, 2014 (Europe [EU])"", ""Mar 27, 2015 ()"", ""Oct 14, 2014 (North America [NA])"", ""May 29, 2020 (Worldwide [WW])"", ""Jul 20, 2016 (Worldwide [WW])"", ""Mar 24, 2015 (North America [NA])"", ""Mar 24, 2015 (Worldwide [WW])"", ""Oct 17, 2014 (Europe [EU])"", ""Oct 14, 2014 (North America [NA])"", ""Oct 16, 2014 (Australia [AU])"", ""Oct 30, 2014 (Japan [JP])"", ""Oct 14, 2014 (North America [NA])"", ""Oct 15, 2014 (Europe [EU])"", ""Oct 16, 2014 (Australia [AU])"", ""Oct 16, 2014 (Australia [AU])"", ""Oct 14, 2014 (North America [NA])"", ""Oct 30, 2014 (Japan [JP])"", ""Oct 16, 2014 (Australia [AU])"", ""Oct 14, 2014 (North America [NA])"", ""Oct 17, 2014 (Europe [EU])"", ""Oct 16, 2014 (Australia [AU])"", ""Oct 17, 2014 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Android"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Xbox 360"", ""Linux""]","[""Role-playing (RPG)"", ""Shooter""]","[""Action"", ""Comedy"", ""Open world"", ""Science fiction""]","[""2K Australia"", ""Gearbox Software"", ""Aspyr Media"", ""Take-Two Interactive"", ""2K Games""]",
2853,Braid,https://www.igdb.com/g/279,8.493455733894933,Main Game,"[""Dec 17, 2009 (Europe [EU])"", ""Aug 06, 2008 (Worldwide [WW])"", ""Sep 09, 2010 (Japan [JP])"", ""Apr 10, 2009 (Worldwide [WW])"", ""Dec 14, 2010 (Worldwide [WW])"", ""Nov 12, 2009 (North America [NA])"", ""May 20, 2009 (Worldwide [WW])"", ""Dec 17, 2009 (Australia [AU])"", ""Jan 11, 2011 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Adventure"", ""Indie"", ""Platform"", ""Puzzle"", ""Strategy""]","[""Fantasy""]","[""Number None Inc."", ""icculus.org"", ""Microsoft Game Studios"", ""Hothead Games""]",
1334,Brothers: A Tale of Two Sons,https://www.igdb.com/g/112,8.135634867396004,Main Game,"[""May 28, 2019 (Worldwide [WW])"", ""Sep 04, 2013 (Europe [EU])"", ""Sep 03, 2013 (North America [NA])"", ""May 24, 2016 (Worldwide [WW])"", ""Aug 12, 2015 (Worldwide [WW])"", ""Jan 28, 2014 (Japan [JP])"", ""Sep 03, 2013 (Worldwide [WW])"", ""Aug 12, 2015 (Worldwide [WW])"", ""Oct 22, 2015 (Worldwide [WW])"", ""May 26, 2016 (Worldwide [WW])"", ""Aug 07, 2013 (Worldwide [WW])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Android"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Windows Phone"", ""iOS"", ""Xbox 360""]","[""Adventure"", ""Indie"", ""Puzzle""]","[""Action"", ""Drama"", ""Fantasy"", ""Stealth""]","[""The Workshop Entertainment"", ""505 Games"", ""Starbreeze Studios"", ""Turn Me Up Games""]",
626,Carmageddon,https://www.igdb.com/g/he,7.977820538171869,Main Game,"[""Jun 30, 1997 ()"", ""Jun 30, 1997 ()"", ""May 03, 2013 (Worldwide [WW])"", ""Jun 1999 ()"", ""Aug 30, 1997 ()"", ""Oct 17, 2012 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Android"", ""iOS"", ""DOS"", ""PlayStation""]","[""Racing""]","[""Action""]","[""SCi Games"", ""Stainless Games Ltd."", ""Interplay Entertainment""]",
951,Carmageddon II: Carpocalypse Now,https://www.igdb.com/g/qf,7.922597394527802,Main Game,"[""Nov 24, 1998 (North America [NA])"", ""Apr 1999 (North America [NA])"", ""Oct 12, 1998 (Europe [EU])""]","[""Mac"", ""PC (Microsoft Windows)""]","[""Indie"", ""Racing""]","[""Action"", ""Comedy"", ""Open world""]","[""Stainless Games Ltd."", ""Interplay Entertainment"", ""Sales Curve Interactive""]",
1884,Carmageddon TDR 2000,https://www.igdb.com/g/1gc,7.966312359357214,Main Game,"[""Dec 14, 2000 (North America [NA])"", ""Sep 01, 2000 (Europe [EU])"", ""Dec 04, 2014 (Worldwide [WW])""]","[""PC (Microsoft Windows)""]","[""Indie"", ""Racing""]","[""Action""]","[""Torus Games"", ""Xicat Interactive"", ""SCi Games"", ""Stainless Games Ltd.""]",
1883,Carmageddon: Reincarnation,https://www.igdb.com/g/1gb,5.989108987711325,Main Game,"[""May 21, 2015 (Worldwide [WW])""]","[""PC (Microsoft Windows)""]","[""Racing""]","[""Action""]","[""Stainless Games Ltd.""]",
18075,Carmageddon: Max Damage,https://www.igdb.com/g/dy3,6.196113507068632,Expanded Game,"[""Jul 05, 2016 (North America [NA])"", ""Jul 05, 2016 (Europe [EU])"", ""Jul 08, 2016 (Europe [EU])"", ""Jul 08, 2016 (North America [NA])"", ""Jul 05, 2016 (Europe [EU])""]","[""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One""]","[""Racing""]","[""Action"", ""Horror""]","[""Stainless Games Ltd.""]",
4698,Twisted Metal 4,https://www.igdb.com/g/3mi,7.802803381890119,Main Game,"[""Nov 16, 1999 (North America [NA])""]","[""PlayStation""]","[""Fighting"", ""Racing"", ""Shooter""]","[""Action"", ""Comedy"", ""Horror"", ""Survival"", ""Thriller""]","[""989 Studios"", ""Sony Computer Entertainment""]",
1185,Crash Bandicoot,https://www.igdb.com/g/wx,8.051015374755881,Main Game,"[""Aug 28, 2012 (Japan [JP])"", ""Apr 01, 2011 (Europe [EU])"", ""Nov 08, 1996 (Europe [EU])"", ""Aug 29, 2012 (North America [NA])"", ""Aug 29, 2012 (Australia [AU])"", ""Aug 29, 2012 (New Zealand [NZ])"", ""May 26, 2011 (North America [NA])"", ""Oct 26, 2011 (Japan [JP])"", ""Jun 22, 2007 (Europe [EU])"", ""Jan 25, 2007 (Japan [JP])"", ""Jun 22, 2007 (Europe [EU])"", ""Jan 25, 2007 (Japan [JP])"", ""Dec 21, 2006 (North America [NA])"", ""Jan 30, 1998 (Australia [AU])"", ""Sep 09, 1996 (North America [NA])"", ""Dec 06, 1996 (Japan [JP])"", ""May 03, 2007 (North America [NA])""]","[""PlayStation 3"", ""Android"", ""PlayStation Portable"", ""PlayStation Vita"", ""PlayStation""]","[""Platform""]","[""Action"", ""Science fiction""]","[""Naughty Dog"", ""Sony Computer Entertainment"", ""Universal Interactive Studios""]",
636,Clive Barker's Undying,https://www.igdb.com/g/ho,8.065891333807409,Main Game,"[""Jun 2002 (North America [NA])"", ""Mar 16, 2001 (Europe [EU])"", ""Feb 21, 2001 (North America [NA])"", ""Jul 26, 2002 (Europe [EU])""]","[""Mac"", ""PC (Microsoft Windows)""]","[""Adventure"", ""Puzzle"", ""Shooter""]","[""Action"", ""Horror"", ""Survival""]","[""Aspyr Media"", ""Dreamworks Interactive"", ""Electronic Arts"", ""Westlake Interactive""]",
6939,Clive Barker's Jericho,https://www.igdb.com/g/5cr,7.570391842252294,Main Game,"[""Oct 26, 2007 (Europe [EU])"", ""Oct 23, 2007 (North America [NA])"", ""Nov 07, 2007 (Australia [AU])"", ""Oct 26, 2007 (Europe [EU])"", ""Nov 08, 2007 (Australia [AU])"", ""Oct 26, 2007 (Europe [EU])"", ""Oct 23, 2007 (North America [NA])"", ""Oct 23, 2007 (North America [NA])"", ""Nov 08, 2007 (Australia [AU])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Shooter""]","[""Action"", ""Fantasy"", ""Horror"", ""Science fiction"", ""Survival""]","[""MercurySteam"", ""Codemasters""]",
296,Crysis,https://www.igdb.com/g/88,8.07103691969678,Main Game,"[""Nov 15, 2007 (Australia [AU])"", ""Nov 13, 2007 (North America [NA])"", ""Nov 16, 2007 (Europe [EU])"", ""Oct 05, 2011 (Europe [EU])"", ""Oct 04, 2011 (North America [NA])"", ""Oct 04, 2011 (Worldwide [WW])"", ""Nov 14, 2007 (Brazil [BR])"", ""Nov 29, 2007 (Japan [JP])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Shooter""]","[""Action"", ""Open world"", ""Science fiction"", ""Stealth""]","[""Crytek Frankfurt"", ""Electronic Arts""]",
471,Crysis 2,https://www.igdb.com/g/d3,7.7374831930718955,Main Game,"[""Mar 22, 2011 (North America [NA])"", ""Mar 25, 2011 (Europe [EU])"", ""Mar 22, 2011 (North America [NA])"", ""Mar 22, 2011 (North America [NA])"", ""Mar 25, 2011 (Europe [EU])"", ""Mar 25, 2011 (Europe [EU])"", ""Apr 01, 2011 (Japan [JP])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Shooter""]","[""Action"", ""Science fiction"", ""Stealth""]","[""Crytek Frankfurt"", ""Electronic Arts"", ""Crytek UK""]",
1268,Crysis 3,https://www.igdb.com/g/z8,7.422040991537204,Main Game,"[""Feb 19, 2013 (Worldwide [WW])"", ""Feb 19, 2013 (North America [NA])"", ""Feb 22, 2013 (Europe [EU])"", ""TBD (Worldwide [WW])"", ""Feb 19, 2013 (Worldwide [WW])"", ""Feb 21, 2013 (Australia [AU])""]","[""PlayStation 3"", ""Wii U"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Shooter""]","[""Action"", ""Science fiction"", ""Stealth""]","[""Crytek Frankfurt"", ""Electronic Arts"", ""Crytek UK""]",
8201,Daikatana,https://www.igdb.com/g/6bt,5.384012013096107,Main Game,"[""May 23, 2000 (North America [NA])"", ""Jun 09, 2000 (Europe [EU])"", ""Jul 12, 2000 (Australia [AU])"", ""Feb 07, 2013 (Worldwide [WW])"", ""Jun 30, 2000 (Japan [JP])""]","[""PC (Microsoft Windows)""]","[""Puzzle"", ""Shooter""]","[""Action"", ""Fantasy"", ""Historical"", ""Science fiction""]","[""Square Enix"", ""Eidos Interactive"", ""Ion Storm""]",
544,The Darkness II,https://www.igdb.com/g/f4,7.695763488089722,Main Game,"[""Feb 07, 2012 ()"", ""Feb 07, 2012 (North America [NA])"", ""Feb 07, 2012 ()"", ""Feb 07, 2012 ()"", ""Feb 10, 2012 (Europe [EU])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Shooter""]","[""Action"", ""Horror"", ""Open world"", ""Survival""]","[""2K Games"", ""Digital Extremes""]",
