id,game,url,rating,category,release_date,platforms,genres,themes,companies,description
891,Team Fortress 2,https://www.igdb.com/g/or,8.288634804379686,Main Game,"[""Feb 14, 2013 (Worldwide [WW])"", ""Oct 19, 2007 (Europe [EU])"", ""Oct 25, 2007 (Australia [AU])"", ""Jun 10, 2010 (Worldwide [WW])"", ""Dec 11, 2007 (North America [NA])"", ""Dec 11, 2007 (Europe [EU])"", ""Oct 10, 2007 (Worldwide [WW])"", ""Oct 10, 2007 (North America [NA])"", ""Dec 20, 2007 (Australia [AU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Shooter""]","[""Action"", ""Comedy""]","[""Valve"", ""Electronic Arts""]",
4,Thief,https://www.igdb.com/g/4,6.990397234421446,Main Game,"[""Feb 25, 2014 (North America [NA])"", ""Feb 28, 2014 (Europe [EU])"", ""Feb 25, 2014 (North America [NA])"", ""Nov 24, 2015 (Worldwide [WW])"", ""Feb 28, 2014 (Europe [EU])"", ""Feb 27, 2014 (Australia [AU])"", ""Feb 28, 2014 (Europe [EU])"", ""Feb 25, 2014 (North America [NA])"", ""Feb 25, 2014 (North America [NA])"", ""Feb 27, 2014 (Australia [AU])"", ""Feb 27, 2014 (Australia [AU])"", ""Feb 27, 2014 (Australia [AU])"", ""Feb 28, 2014 (Europe [EU])"", ""Feb 27, 2014 (Australia [AU])"", ""Feb 28, 2014 (Europe [EU])"", ""Feb 25, 2014 (North America [NA])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One"", ""Xbox 360""]","[""Adventure"", ""Shooter""]","[""Action"", ""Sandbox"", ""Stealth""]","[""Eidos Montréal"", ""Square Enix"", ""Nixxes Software"", ""Feral Interactive""]",
1,Thief II: The Metal Age,https://www.igdb.com/g/1,8.624778332685594,Main Game,"[""Feb 07, 2012 (Worldwide [WW])"", ""Mar 29, 2000 (Europe [EU])"", ""Mar 21, 2000 (North America [NA])""]","[""PC (Microsoft Windows)""]","[""Adventure"", ""Shooter"", ""Simulator""]","[""Action"", ""Fantasy"", ""Stealth""]","[""Looking Glass Studios"", ""Eidos Interactive"", ""Square Enix"", ""Eidos Montréal""]",
2,Thief: The Dark Project,https://www.igdb.com/g/2,8.640585329849374,Main Game,"[""Nov 30, 1998 (North America [NA])"", ""Dec 04, 1998 (Europe [EU])""]","[""PC (Microsoft Windows)""]","[""Adventure"", ""Simulator""]","[""Action"", ""Fantasy"", ""Stealth""]","[""Eidos Interactive"", ""Looking Glass Studios"", ""Activision Value""]",
3,Thief: Deadly Shadows,https://www.igdb.com/g/3,8.18390695959546,Main Game,"[""Jun 11, 2004 (Europe [EU])"", ""Jun 11, 2004 (Europe [EU])"", ""May 25, 2004 (North America [NA])"", ""Mar 29, 2007 (Worldwide [WW])"", ""May 25, 2004 (North America [NA])""]","[""PC (Microsoft Windows)"", ""Xbox""]","[""Adventure"", ""Shooter"", ""Simulator""]","[""Action"", ""Fantasy"", ""Stealth""]","[""Ion Storm"", ""Eidos Interactive"", ""Square Enix"", ""Eidos Montréal""]",
910,Tom Clancy's Splinter Cell,https://www.igdb.com/g/pa,8.296124084934295,Main Game,"[""Feb 28, 2003 (Europe [EU])"", ""Nov 29, 2002 (Europe [EU])"", ""Mar 28, 2003 (Europe [EU])"", ""Feb 19, 2003 (North America [NA])"", ""Apr 08, 2003 (North America [NA])"", ""Q2 2004 (Worldwide [WW])"", ""Nov 27, 2003 (Japan [JP])"", ""Nov 12, 2002 (North America [NA])"", ""Nov 27, 2003 (Japan [JP])""]","[""Mac"", ""PC (Microsoft Windows)"", ""PlayStation 2"", ""Xbox""]","[""Shooter"", ""Tactical""]","[""Action"", ""Stealth""]","[""Ubisoft Montreal"", ""Aspyr Media"", ""Ubisoft Entertainment"", ""Ubisoft Shanghai""]",
1305,Tom Clancy's Splinter Cell: Blacklist,https://www.igdb.com/g/109,8.171032972330659,Main Game,"[""Aug 20, 2013 (North America [NA])"", ""Aug 22, 2013 (Europe [EU])"", ""Aug 20, 2013 ()"", ""Aug 20, 2013 ()"", ""Aug 20, 2013 (Worldwide [WW])"", ""Aug 20, 2013 ()""]","[""PlayStation 3"", ""Wii U"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Adventure"", ""Shooter"", ""Tactical""]","[""Action"", ""Stealth""]","[""Ubisoft Toronto"", ""Ubisoft Entertainment"", ""Ubisoft Montreal"", ""Ubisoft Shanghai""]",
562,Tom Clancy's Splinter Cell: Conviction,https://www.igdb.com/g/fm,7.697656173872701,Main Game,"[""Apr 13, 2010 (Worldwide [WW])"", ""Apr 13, 2010 (Worldwide [WW])"", ""Apr 13, 2010 (Worldwide [WW])"", ""Apr 13, 2010 (Worldwide [WW])"", ""Apr 13, 2010 (Worldwide [WW])"", ""Feb 08, 2018 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Android"", ""Xbox One"", ""iOS"", ""Xbox 360""]","[""Shooter"", ""Tactical""]","[""Action"", ""Stealth"", ""Warfare""]","[""Ubisoft Montreal"", ""Ubisoft Entertainment""]",
911,Tom Clancy's Splinter Cell: Chaos Theory,https://www.igdb.com/g/pb,8.456103821916566,Main Game,"[""Apr 14, 2005 (Australia [AU])"", ""Apr 01, 2005 (Europe [EU])"", ""Mar 31, 2005 (North America [NA])"", ""Mar 28, 2005 (North America [NA])"", ""Apr 01, 2005 (Europe [EU])"", ""Apr 01, 2005 (Europe [EU])"", ""Apr 01, 2005 (Europe [EU])"", ""Mar 28, 2005 (North America [NA])"", ""Mar 28, 2005 (North America [NA])""]","[""Nintendo GameCube"", ""PC (Microsoft Windows)"", ""PlayStation 2"", ""Xbox""]","[""Shooter"", ""Tactical""]","[""Action"", ""Stealth""]","[""Ubisoft Milan"", ""Ubisoft Montreal"", ""Ubisoft Entertainment""]",
7469,Tom Clancy's Splinter Cell: Double Agent,https://www.igdb.com/g/5rh,7.599100044166993,Main Game,"[""Nov 10, 2006 (Europe [EU])"", ""Oct 19, 2006 (Australia [AU])"", ""Mar 29, 2007 (Australia [AU])"", ""Nov 09, 2006 (Australia [AU])"", ""Nov 07, 2006 (North America [NA])"", ""Mar 27, 2007 (North America [NA])"", ""Oct 20, 2006 (Europe [EU])"", ""Feb 22, 2007 (Japan [JP])"", ""Mar 30, 2007 (Europe [EU])"", ""Oct 17, 2006 (North America [NA])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Shooter"", ""Tactical""]","[""Action"", ""Stealth""]","[""Ubisoft Shanghai"", ""Ubisoft Milan"", ""Ubisoft Entertainment""]",
874,Tom Clancy's Splinter Cell: Pandora Tomorrow,https://www.igdb.com/g/oa,8.221713800515838,Main Game,"[""Mar 23, 2004 (North America [NA])"", ""Jun 11, 2019 (Worldwide [WW])"", ""Jul 30, 2004 (Europe [EU])"", ""Apr 02, 2004 (Europe [EU])"", ""Mar 23, 2004 (North America [NA])"", ""Jul 20, 2004 (North America [NA])"", ""Jun 11, 2004 (Europe [EU])"", ""Mar 26, 2004 (Europe [EU])"", ""Jun 16, 2004 (North America [NA])""]","[""Nintendo GameCube"", ""PC (Microsoft Windows)"", ""Xbox One"", ""PlayStation 2"", ""Xbox""]","[""Shooter"", ""Tactical""]","[""Action"", ""Stealth""]","[""Ubisoft Annecy"", ""Ubisoft Shanghai"", ""Ubisoft Milan"", ""Ubisoft Entertainment""]",
2480,Torchlight,https://www.igdb.com/g/1ww,7.381567699670445,Main Game,"[""May 12, 2010 ()"", ""Mar 09, 2011 ()"", ""Sep 18, 2012 ()"", ""Oct 27, 2009 ()""]","[""Mac"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Hack and slash/Beat 'em up"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Historical""]","[""Runic Games"", ""World Domination Industries, Inc."", ""Microsoft Studios"", ""JoWooD Entertainment AG"", ""Encore"", ""Perfect World Entertainment""]",
1337,Torchlight II,https://www.igdb.com/g/115,7.796211031069508,Main Game,"[""Feb 02, 2015 ()"", ""Sep 03, 2019 (North America [NA])"", ""Sep 20, 2012 (Worldwide [WW])"", ""Sep 02, 2019 (Europe [EU])"", ""Sep 03, 2019 (Worldwide [WW])"", ""Mar 04, 2015 ()"", ""Sep 03, 2019 ()""]","[""Mac"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Linux""]","[""Adventure"", ""Hack and slash/Beat 'em up"", ""Indie"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""Runic Games"", ""Beijing Perfect World""]",
6247,Trine,https://www.igdb.com/g/4tj,7.607182002017981,Main Game,"[""Jul 03, 2009 (Worldwide [WW])"", ""Oct 22, 2009 (North America [NA])"", ""Jan 15, 2011 (Europe [EU])"", ""Sep 17, 2009 (Europe [EU])"", ""Nov 02, 2010 (Worldwide [WW])"", ""Mar 26, 2015 (Europe [EU])"", ""Mar 12, 2015 (North America [NA])"", ""Apr 12, 2011 (Worldwide [WW])""]","[""Mac"", ""PlayStation 3"", ""Wii U"", ""PC (Microsoft Windows)"", ""Linux""]","[""Adventure"", ""Indie"", ""Platform"", ""Puzzle""]","[""Action"", ""Fantasy""]","[""Frozenbyte"", ""Nobilis""]",
6250,Trine 2,https://www.igdb.com/g/4tm,7.661226932456386,Main Game,"[""Jul 22, 2014 ()"", ""Dec 20, 2011 (North America [NA])"", ""Dec 07, 2011 ()"", ""Mar 31, 2012 ()"", ""Dec 07, 2011 ()"", ""Dec 15, 2011 (Europe [EU])"", ""Dec 21, 2011 ()"", ""Mar 07, 2012 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""Android"", ""Xbox 360"", ""Linux""]","[""Adventure"", ""Platform"", ""Puzzle""]","[""Action"", ""Fantasy""]","[""Atlus"", ""Frozenbyte""]",
29116,Unreal Gold,https://www.igdb.com/g/mgs,7.514961576431897,Bundle,"[""Jan 21, 2000 (Worldwide [WW])""]","[""PC (Microsoft Windows)""]","[""Platform"", ""Shooter""]","[""Action"", ""Science fiction""]","[""Epic Games""]",
273,Unreal,https://www.igdb.com/g/7l,8.003533370082483,Main Game,"[""May 22, 1998 ()"", ""May 22, 1998 ()"", ""TBD ()""]","[""64DD"", ""Mac"", ""PC (Microsoft Windows)""]","[""Platform"", ""Shooter""]","[""Action"", ""Science fiction""]","[""GT Interactive Software"", ""Digital Extremes"", ""Epic Games""]",
272,Unreal Tournament,https://www.igdb.com/g/7k,8.412790635868742,Main Game,"[""Mar 13, 2001 (North America [NA])"", ""Jun 29, 2001 (Europe [EU])"", ""Dec 03, 1999 (Europe [EU])"", ""Apr 20, 2001 (Europe [EU])"", ""Jan 17, 2000 (North America [NA])"", ""Oct 26, 2000 (North America [NA])"", ""Nov 22, 1999 (North America [NA])"", ""Nov 22, 1999 (North America [NA])"", ""Dec 03, 1999 (Europe [EU])""]","[""Dreamcast"", ""Mac"", ""PC (Microsoft Windows)"", ""PlayStation 2"", ""Linux""]","[""Shooter""]","[""Action""]","[""Epic Games"", ""Digital Extremes"", ""GT Interactive Software"", ""Infogrames"", ""MacSoft Games""]",
927,Unreal Tournament 2004,https://www.igdb.com/g/pr,8.278478129546917,Expanded Game,"[""Mar 16, 2004 (North America [NA])"", ""Mar 16, 2004 (North America [NA])"", ""Mar 19, 2004 (Europe [EU])"", ""Mar 16, 2004 (North America [NA])"", ""Mar 19, 2004 (Europe [EU])"", ""Mar 19, 2004 (Europe [EU])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Linux""]","[""Shooter""]","[""Action"", ""Science fiction""]","[""MacSoft Games"", ""Digital Extremes"", ""Psyonix"", ""Epic Games"", ""Streamline Studios"", ""Atari, Inc.""]",
928,Unreal Tournament III,https://www.igdb.com/g/ps,7.627781830750322,Main Game,"[""Sep 18, 2008 (Japan [JP])"", ""Feb 21, 2008 (Australia [AU])"", ""Feb 22, 2008 (Europe [EU])"", ""Nov 29, 2007 (Australia [AU])"", ""Dec 11, 2007 (North America [NA])"", ""Sep 18, 2008 (Japan [JP])"", ""Jul 07, 2008 (North America [NA])"", ""Nov 19, 2007 (North America [NA])"", ""Jul 04, 2008 (Europe [EU])"", ""Sep 18, 2008 (Japan [JP])"", ""Jul 03, 2008 (Australia [AU])"", ""Nov 23, 2007 (Europe [EU])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Shooter""]","[""Action"", ""Science fiction""]","[""Electronic Arts"", ""Epic Games"", ""Midway Games""]",
8587,Uplink,https://www.igdb.com/g/6mj,7.22984202027183,Main Game,"[""May 27, 2003 (Worldwide [WW])"", ""Jun 07, 2012 (Worldwide [WW])"", ""Oct 01, 2001 (Worldwide [WW])"", ""Oct 01, 2001 (Worldwide [WW])"", ""Aug 15, 2012 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Android"", ""iOS"", ""Linux""]","[""Indie"", ""Simulator"", ""Strategy""]","[""Science fiction""]","[""Introversion Software"", ""Ambrosia Software""]",
11,Vampire: The Masquerade '- Bloodlines,https://www.igdb.com/g/b,8.558082998006938,Main Game,"[""Nov 16, 2004 (North America [NA])"", ""Nov 19, 2004 (Europe [EU])""]","[""PC (Microsoft Windows)""]","[""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Horror"", ""Open world"", ""Thriller""]","[""Activision"", ""Troika Games"", ""Electronic Arts""]",
12,Vampire: The Masquerade '- Redemption,https://www.igdb.com/g/c,7.799087489065342,Main Game,"[""Jun 07, 2000 (Worldwide [WW])"", ""Jun 07, 2000 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Historical"", ""Horror""]","[""Activision"", ""Nihilistic Software""]",
11233,What Remains of Edith Finch,https://www.igdb.com/g/8o1,8.351492058243426,Main Game,"[""Jul 19, 2017 (Worldwide [WW])"", ""Aug 16, 2021 (Worldwide [WW])"", ""Jul 04, 2019 (Europe [EU])"", ""Jul 28, 2022 (Worldwide [WW])"", ""Jul 28, 2022 (Worldwide [WW])"", ""Jul 04, 2019 (North America [NA])"", ""Apr 25, 2017 (Worldwide [WW])"", ""Aug 16, 2021 (Worldwide [WW])"", ""Apr 24, 2017 (Worldwide [WW])""]","[""Mac"", ""PlayStation 5"", ""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""iOS""]","[""Adventure"", ""Indie"", ""Puzzle""]","[""Drama"", ""Horror"", ""Mystery""]","[""Annapurna Interactive"", ""Giant Sparrow""]",
80,The Witcher,https://www.igdb.com/g/28,8.210888124019812,Main Game,"[""Oct 30, 2007 (North America [NA])"", ""Nov 09, 2007 (Australia [AU])"", ""Oct 26, 2007 (Europe [EU])"", ""Apr 11, 2008 (Japan [JP])"", ""Apr 05, 2012 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""CD Projekt RED"", ""Atari, Inc.""]",
1942,The Witcher 3: Wild Hunt,https://www.igdb.com/g/1hy,9.379007710366517,Main Game,"[""May 19, 2015 (Worldwide [WW])"", ""May 19, 2015 (Worldwide [WW])"", ""Jan 28, 2021 ()"", ""Dec 14, 2022 (Worldwide [WW])"", ""May 19, 2015 (Worldwide [WW])"", ""Dec 14, 2022 (Worldwide [WW])""]","[""PlayStation 5"", ""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Open world""]","[""WB Games"", ""cdp.pl"", ""Spike Chunsoft"", ""Bandai Namco Entertainment"", ""CD Projekt RED"", ""D3T Limited"", ""Saber Interactive""]",
478,The Witcher 2: Assassins of Kings,https://www.igdb.com/g/da,8.448032467352029,Main Game,"[""May 22, 2014 (Worldwide [WW])"", ""Apr 18, 2012 (Australia [AU])"", ""Oct 18, 2012 (Worldwide [WW])"", ""Apr 17, 2012 (North America [NA])"", ""Apr 17, 2012 (Europe [EU])"", ""Aug 23, 2012 (Japan [JP])"", ""May 17, 2011 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""CD Projekt RED"", ""cdp.pl"", ""CyberFront"", ""Bandai Namco Entertainment"", ""Spike Chunsoft"", ""Atari, Inc.""]",
22439,The Witcher 3: Wild Hunt '- Game of the Year Edition,https://www.igdb.com/g/hbb,9.796272688386972,Bundle,"[""Aug 29, 2016 (Worldwide [WW])"", ""Aug 30, 2016 (Worldwide [WW])"", ""Aug 30, 2016 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world""]","[""CD Projekt RED"", ""CD Projekt""]",
20275,The Witcher: Enhanced Edition,https://www.igdb.com/g/fn7,7.9519090726756865,Expanded Game,"[""Sep 19, 2008 (Europe [EU])"", ""Sep 16, 2008 (North America [NA])"", ""Apr 05, 2012 (Worldwide [WW])"", ""Sep 30, 2008 (Australia [AU])"", ""Jul 28, 2022 (Europe [EU])""]","[""Mac"", ""PC (Microsoft Windows)""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""CD Projekt"", ""CD Projekt RED"", ""Atari, Inc.""]",
119402,The Witcher 3: Wild Hunt '- Complete Edition,https://www.igdb.com/g/2k4q,9.6710281171471,Bundle,"[""Aug 29, 2016 (Worldwide [WW])"", ""Aug 29, 2016 (Worldwide [WW])"", ""Oct 14, 2019 (Europe [EU])"", ""Aug 29, 2016 (Worldwide [WW])"", ""Dec 14, 2022 (Worldwide [WW])"", ""Dec 14, 2022 (Worldwide [WW])"", ""Oct 15, 2019 (Worldwide [WW])""]","[""PlayStation 5"", ""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Open world""]","[""Saber Interactive"", ""CD Projekt RED""]",
20740,The Witcher 2: Assassins of Kings '- Enhanced Edition,https://www.igdb.com/g/g04,8.529244419225495,Expanded Game,"[""Oct 18, 2012 (Worldwide [WW])"", ""Apr 17, 2012 (North America [NA])"", ""Nov 22, 2012 (Europe [EU])"", ""Apr 20, 2012 (Japan [JP])"", ""Apr 16, 2012 (Worldwide [WW])"", ""Apr 18, 2012 (Australia [AU])"", ""Apr 16, 2012 (Worldwide [WW])"", ""Apr 17, 2012 (Europe [EU])"", ""Aug 23, 2012 (Japan [JP])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""Linux""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""CD Projekt"", ""CD Projekt RED"", ""Virtual Programming""]",
18148,Wolcen: Lords of Mayhem,https://www.igdb.com/g/e04,5.198768624803379,Main Game,"[""Feb 13, 2020 (Worldwide [WW])"", ""Mar 15, 2023 (Worldwide [WW])"", ""Mar 15, 2023 (Worldwide [WW])"", ""Mar 15, 2023 (Worldwide [WW])"", ""Mar 15, 2023 (Worldwide [WW])""]","[""PlayStation 5"", ""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Hack and slash/Beat 'em up"", ""Indie"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Historical"", ""Horror"", ""Open world""]","[""Wolcen Studio""]",
569,Wolfenstein,https://www.igdb.com/g/ft,7.226489068022118,Main Game,"[""Aug 21, 2009 (Europe [EU])"", ""Oct 13, 2009 (Worldwide [WW])"", ""Aug 18, 2009 (North America [NA])"", ""Aug 21, 2009 (Europe [EU])"", ""Aug 19, 2009 (Australia [AU])"", ""Aug 19, 2009 (Australia [AU])"", ""Aug 18, 2009 (North America [NA])"", ""Aug 18, 2009 (North America [NA])"", ""Aug 19, 2009 (Australia [AU])"", ""Aug 21, 2009 (Europe [EU])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""]","[""Shooter""]","[""Action"", ""Fantasy"", ""Historical"", ""Open world"", ""Science fiction"", ""Stealth""]","[""Raven Software"", ""Activision""]",
2031,Wolfenstein: The New Order,https://www.igdb.com/g/1kf,8.168822098854216,Main Game,"[""May 20, 2014 (Europe [EU])"", ""Jun 05, 2014 (Japan [JP])"", ""May 20, 2014 (North America [NA])"", ""May 20, 2014 (Europe [EU])"", ""May 20, 2014 (North America [NA])"", ""May 20, 2014 (Worldwide [WW])"", ""Jun 05, 2014 (Japan [JP])"", ""Jun 05, 2014 (Japan [JP])"", ""May 20, 2014 (Worldwide [WW])"", ""Jun 05, 2014 (Japan [JP])"", ""May 20, 2014 (North America [NA])"", ""May 20, 2014 (North America [NA])"", ""May 20, 2014 (Worldwide [WW])"", ""Jun 05, 2014 (Japan [JP])"", ""May 20, 2014 (Worldwide [WW])"", ""May 20, 2014 (Worldwide [WW])""]","[""PlayStation 3"", ""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One"", ""Xbox 360""]","[""Adventure"", ""Shooter""]","[""Action"", ""Fantasy"", ""Historical"", ""Science fiction"", ""Stealth"", ""Warfare""]","[""Bethesda Softworks"", ""MachineGames""]",
9192,Wolfenstein: The Old Blood,https://www.igdb.com/g/73c,7.7483424683927025,Standalone Expansion,"[""May 04, 2015 (Worldwide [WW])"", ""May 05, 2015 (Worldwide [WW])"", ""May 05, 2015 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Shooter""]","[""Action"", ""Fantasy"", ""Historical"", ""Horror"", ""Science fiction"", ""Stealth""]","[""MachineGames"", ""Bethesda Softworks""]",
284,Wolfenstein 3D,https://www.igdb.com/g/7w,7.752126026979008,Bundle,"[""Nov 18, 1994 (Japan [JP])"", ""May 05, 1992 (North America [NA])"", ""Jun 04, 2009 (North America [NA])"", ""May 31, 2013 (Worldwide [WW])"", ""Mar 31, 2002 (North America [NA])"", ""Jun 03, 2009 (Worldwide [WW])"", ""1992 (Europe [EU])"", ""Apr 19, 2002 (Europe [EU])"", ""1996 (Australia [AU])"", ""Nov 12, 2015 (Worldwide [WW])"", ""Oct 1994 (Europe [EU])"", ""Jun 11, 2009 (Europe [EU])""]","[""Game Boy Advance"", ""PlayStation 3"", ""Xbox One"", ""Xbox 360"", ""PC-9800 Series"", ""Acorn Archimedes"", ""DOS""]","[""Shooter""]","[""Action"", ""Fantasy"", ""Historical"", ""Science fiction""]","[""GT Interactive Software"", ""BAM! Entertainment"", ""Stalker Entertainment"", ""Wiz Technology"", ""Nerve Software, LLC"", ""Apogee Software"", ""Activision"", ""Infinity Co., Ltd."", ""Imagineer"", ""id Software"", ""Bethesda Softworks"", ""Powerslave Software""]",
2987,Wolfenstein: Enemy Territory,https://www.igdb.com/g/2az,8.055478887009405,Main Game,"[""May 29, 2003 (Worldwide [WW])"", ""Mar 22, 2005 (Worldwide [WW])"", ""May 29, 2003 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Linux""]","[""Shooter""]","[""Action"", ""Historical"", ""Warfare""]","[""Activision"", ""Splash Damage"", ""Aspyr Media""]",
942,World of Goo,https://www.igdb.com/g/q6,7.981110098631215,Main Game,"[""Oct 13, 2008 (North America [NA])"", ""Dec 12, 2008 (Europe [EU])"", ""Dec 19, 2008 (Europe [EU])"", ""Mar 16, 2017 (North America [NA])"", ""Mar 23, 2017 (Europe [EU])"", ""Mar 23, 2017 (Australia [AU])"", ""Jul 07, 2011 (Europe [EU])"", ""Nov 28, 2011 (Worldwide [WW])"", ""Dec 16, 2010 (Worldwide [WW])"", ""Feb 12, 2009 (Worldwide [WW])"", ""Oct 13, 2008 (North America [NA])"", ""Apr 21, 2009 (Japan [JP])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Android"", ""Nintendo Switch"", ""Wii"", ""iOS"", ""Linux""]","[""Indie"", ""Puzzle"", ""Simulator"", ""Strategy""]","[""Comedy"", ""Sandbox""]","[""2D Boy"", ""Tomorrow Corporation"", ""Brighter Minds"", ""Microsoft Game Studios""]",
948,Worms Armageddon,https://www.igdb.com/g/qc,8.258923206981155,Main Game,"[""Nov 30, 1999 (North America [NA])"", ""Oct 03, 2011 (Worldwide [WW])"", ""Nov 30, 1999 (Europe [EU])"", ""Feb 11, 1999 (Australia [AU])"", ""Oct 03, 2011 (Worldwide [WW])"", ""Oct 03, 2011 (Worldwide [WW])"", ""Nov 30, 1999 (Europe [EU])"", ""Mar 30, 2000 (North America [NA])"", ""Dec 11, 1999 (Europe [EU])"", ""Jan 29, 1999 (Europe [EU])"", ""Mar 20, 2013 (Worldwide [WW])"", ""Jun 24, 1999 (North America [NA])"", ""May 28, 1999 (Japan [JP])"", ""Nov 30, 1999 (North America [NA])"", ""Apr 13, 1999 (Asia [AS])""]","[""Dreamcast"", ""Nintendo 64"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""PlayStation Portable"", ""PlayStation""]","[""Platform"", ""Shooter"", ""Strategy""]","[""Action"", ""Comedy"", ""Party"", ""Warfare""]","[""Infogrames"", ""Imagineer"", ""Russobit-M"", ""THQ"", ""Sold Out Sales & Marketing"", ""Team17"", ""MicroProse Software, Inc."", ""Acer TWP""]",
1017,Worms Reloaded,https://www.igdb.com/g/s9,7.602543436864914,Expanded Game,"[""Aug 26, 2010 (Worldwide [WW])"", ""Jun 29, 2011 (Europe [EU])"", ""May 17, 2011 (Worldwide [WW])"", ""Oct 15, 2013 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Linux""]","[""Platform"", ""Strategy"", ""Turn-based strategy (TBS)""]","[""Action"", ""Comedy""]","[""Team17""]",
4236,Worms Blast,https://www.igdb.com/g/39o,6.432870413277527,Main Game,"[""Mar 22, 2002 (Europe [EU])"", ""Mar 28, 2002 (Europe [EU])"", ""Sep 04, 2002 (Europe [EU])"", ""Mar 01, 2003 (Europe [EU])"", ""Jun 08, 2021 (Worldwide [WW])"", ""Oct 24, 2002 (North America [NA])"", ""Nov 04, 2004 (Australia [AU])"", ""Mar 01, 2003 (North America [NA])"", ""Jan 01, 2003 (North America [NA])"", ""Oct 23, 2002 (North America [NA])"", ""Oct 19, 2011 (Worldwide [WW])""]","[""Nintendo GameCube"", ""Mac"", ""PC (Microsoft Windows)"", ""Web browser"", ""PlayStation 2""]","[""Arcade"", ""Puzzle"", ""Strategy""]","[""Action"", ""Comedy"", ""Warfare""]","[""Feral Interactive"", ""Team17"", ""Zed Two"", ""Akella"", ""Similis Software""]",
15070,Worms Crazy Golf,https://www.igdb.com/g/bmm,6.9930642001973995,Main Game,"[""Oct 18, 2011 (Worldwide [WW])"", ""Oct 25, 2011 (North America [NA])"", ""Sep 03, 2011 ()"", ""Sep 03, 2011 ()"", ""Oct 19, 2011 (Europe [EU])""]","[""Mac"", ""PlayStation 3"", ""PC (Microsoft Windows)"", ""iOS""]","[""Puzzle"", ""Sport"", ""Strategy""]","[""Action"", ""Comedy"", ""Fantasy"", ""Kids""]","[""Team17""]",
